BMI,PhysicalActivity5OrMoreDays,WhatIsYourSex
19.120027099251008,2.0,1.0
25.07086167800454,1.0,1.0
23.002961580591506,1.0,1.0
20.89356575963719,1.0,1.0
25.396567812081624,1.0,1.0
22.847034339229968,1.0,1.0
20.29938271604938,5.0,2.0
21.161101870258427,5.0,2.0
18.18267895467744,8.0,2.0
21.20412049861496,2.0,1.0
21.161101870258427,1.0,1.0
22.503906249999996,6.0,1.0
20.89356575963719,1.0,1.0
20.60935534910138,1.0,1.0
27.60355389670981,1.0,1.0
20.40484429065744,5.0,1.0
25.86472424557752,5.0,1.0
22.276795005202914,1.0,2.0
21.697845804988667,6.0,2.0
20.57114512471656,6.0,2.0
21.972318339100347,1.0,2.0
28.723183391003467,7.0,2.0
21.671288716629356,5.0,2.0
18.514285714285716,2.0,2.0
19.328367630349703,8.0,2.0
19.328367630349703,6.0,2.0
25.393282312925173,3.0,2.0
20.374999999999996,1.0,1.0
25.6096996621778,6.0,1.0
22.503906249999996,3.0,1.0
23.921874999999996,1.0,1.0
20.161616161616163,3.0,1.0
19.74074074074074,1.0,1.0
26.15977961432507,1.0,2.0
13.361297011970969,8.0,2.0
23.79938271604938,8.0,2.0
20.4862810041778,2.0,2.0
16.293877551020408,1.0,2.0
32.43629794120969,4.0,2.0
33.34224330916503,1.0,2.0
28.92928004535148,5.0,2.0
22.177777777777777,2.0,1.0
32.20710059171597,4.0,1.0
20.245674740484432,1.0,1.0
17.584402875531634,1.0,1.0
21.530285204267923,1.0,1.0
20.14377658173059,5.0,1.0
26.578124999999996,5.0,1.0
21.085937499999996,1.0,1.0
28.03969394233018,4.0,2.0
21.491276400367312,7.0,2.0
25.17877551020408,8.0,2.0
20.08928571428572,1.0,2.0
28.92928004535148,1.0,2.0
24.107142857142865,3.0,2.0
29.07623027303339,3.0,1.0
25.691406249999993,1.0,1.0
19.99265381083563,1.0,1.0
26.66122448979592,8.0,2.0
18.833910034602077,1.0,2.0
18.781286461665854,1.0,2.0
19.328367630349703,8.0,2.0
24.328719723183394,1.0,2.0
21.710718002081162,1.0,1.0
29.644217451523545,1.0,1.0
22.381405817174514,3.0,1.0
29.44541360704288,2.0,1.0
21.994490358126725,1.0,1.0
27.60355389670981,1.0,1.0
19.158861340679522,5.0,1.0
25.425605536332185,3.0,1.0
22.148437499999996,2.0,1.0
24.475637956915087,3.0,1.0
47.13281249999999,1.0,1.0
31.283216357661566,2.0,1.0
24.107142857142865,2.0,1.0
32.017301038062286,1.0,2.0
36.28734693877551,1.0,2.0
20.08928571428572,1.0,2.0
27.19984850397677,1.0,2.0
27.885996859233515,1.0,2.0
20.08928571428572,6.0,2.0
23.543252595155714,3.0,2.0
21.660238751147844,5.0,2.0
20.374999999999996,7.0,2.0
21.261718749999996,2.0,1.0
21.660238751147844,8.0,1.0
21.261718749999996,1.0,1.0
13.208279744715963,1.0,2.0
27.993469387755102,1.0,2.0
22.855468749999996,6.0,2.0
19.328367630349703,8.0,2.0
21.994490358126725,4.0,2.0
18.186374419459387,8.0,2.0
28.524483751876343,4.0,2.0
23.699591836734694,2.0,2.0
25.053654841560405,5.0,2.0
32.778802363656894,5.0,1.0
21.85728458049887,1.0,1.0
20.82644628099174,2.0,1.0
24.266581632653065,2.0,1.0
20.08928571428572,1.0,1.0
22.082031725424965,1.0,1.0
33.44114149821641,6.0,1.0
21.972318339100347,8.0,1.0
24.804687499999996,1.0,1.0
18.781286461665854,1.0,1.0
29.935720844811748,3.0,1.0
24.804687499999996,2.0,1.0
19.323299119639742,1.0,1.0
23.90003387406376,2.0,1.0
20.24422897480628,8.0,1.0
21.773333333333333,5.0,1.0
20.14609203798393,3.0,2.0
31.414473684210524,6.0,2.0
23.46584467120182,6.0,2.0
27.281232249657524,7.0,2.0
21.31063921179092,5.0,2.0
21.972318339100347,1.0,2.0
25.114186851211073,1.0,2.0
22.478222446660773,3.0,2.0
25.733823046373434,3.0,2.0
26.490358126721766,1.0,2.0
22.484995073009046,3.0,2.0
22.655567117585846,1.0,2.0
19.158861340679522,8.0,2.0
24.911422902494337,6.0,2.0
27.658402203856753,3.0,2.0
16.964207450693937,6.0,2.0
19.632963988919666,4.0,2.0
21.902185223725283,6.0,2.0
21.190311418685123,3.0,1.0
28.252595155709347,8.0,1.0
26.6593204775023,8.0,1.0
21.899468538277414,1.0,1.0
23.002961580591506,2.0,1.0
25.129847645429365,6.0,1.0
22.082031725424965,6.0,1.0
20.906249999999996,8.0,1.0
31.714843749999993,1.0,1.0
27.32071995464853,1.0,1.0
24.107142857142865,1.0,1.0
17.590027700831026,2.0,1.0
25.439421882645192,4.0,1.0
27.23437056270031,8.0,1.0
21.52341311134235,2.0,1.0
29.622857142857143,6.0,2.0
19.25551020408163,6.0,2.0
20.73469387755102,3.0,2.0
20.991735537190085,2.0,2.0
21.045322560282795,6.0,2.0
22.433361099541862,8.0,2.0
30.207675798510287,5.0,2.0
28.839506172839503,2.0,2.0
18.553688823959092,3.0,2.0
25.058974588670903,8.0,2.0
22.0894901144641,1.0,1.0
25.656565656565657,3.0,1.0
26.598765432098766,1.0,1.0
21.261718749999996,1.0,2.0
21.671288716629356,8.0,2.0
32.43629794120969,4.0,2.0
19.825182101977106,1.0,1.0
33.82185491276401,1.0,2.0
21.98891966759003,7.0,2.0
30.5342970521542,2.0,1.0
21.340660167864808,8.0,1.0
25.778162520230342,4.0,1.0
29.073881373569193,5.0,1.0
26.430801248699268,1.0,1.0
23.035156249999996,7.0,1.0
25.339506172839503,4.0,2.0
32.140408163265306,8.0,2.0
26.36678200692042,5.0,2.0
22.907461179144047,3.0,2.0
24.754413037750762,2.0,1.0
19.99265381083563,8.0,1.0
19.631901840490798,8.0,1.0
22.082031725424965,7.0,1.0
23.035156249999996,2.0,1.0
31.993469387755102,5.0,2.0
25.130193905817176,8.0,2.0
22.148437499999996,8.0,2.0
22.958367346938775,8.0,2.0
16.32179930795848,5.0,2.0
37.58561929900765,1.0,2.0
17.773061224489794,3.0,2.0
20.04166140638808,8.0,2.0
21.47591836734694,7.0,2.0
25.7701047847494,8.0,2.0
29.959876543209873,8.0,2.0
28.252595155709347,8.0,2.0
22.276795005202914,7.0,1.0
22.537543753999024,3.0,1.0
26.682624041543264,1.0,1.0
24.453124999999996,4.0,1.0
23.78772112382934,2.0,1.0
22.498582766439913,1.0,1.0
16.66115702479339,4.0,1.0
50.79279763504434,1.0,2.0
27.506744882552418,6.0,2.0
26.21714285714286,4.0,2.0
29.401234567901234,6.0,2.0
24.355016242046766,8.0,2.0
25.200617283950617,1.0,2.0
22.757785467128027,1.0,2.0
20.3288726170938,1.0,2.0
26.6593204775023,2.0,2.0
26.598765432098766,8.0,2.0
21.672788079667946,6.0,2.0
22.733803334558456,6.0,2.0
23.743775464010866,6.0,2.0
21.325987144168966,4.0,2.0
20.730468749999996,2.0,1.0
31.073807821144946,7.0,1.0
18.480725623582767,1.0,1.0
23.035156249999996,1.0,1.0
20.89356575963719,1.0,1.0
